LgammaLog
30.77569599
33.6266779
31.68043049
33.00551527
35.60189742
31.68043049
31.68043049
32.26879355
31.68043049
35.60189742
31.68043049
31.68043049
35.60189742
31.68043049
47.82439152
24.04410195
24.04410195
31.68043049
35.60189742
21.24096163
36.52726159
35.60189742
32.26879355
35.86125307
24.04410195
24.04410195
33.6266779
31.70372945
24.04410195
36.52726159
35.86125307
24.04410195
36.52726159
42.40797072
30.51905344
32.19197149
32.19197149
30.51905344
32.19197149
32.19197149
40.73
32.19197149
21.61362744
56.00474592
31.70372945
31.70372945
44.84260714
32.8349391
33.00551527
32.26879355
32.8349391
44.84260714
37.67076739
31.93413919
47.81557683
44.84260714
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
32.26879355
42.33373018
68.89202072
31.70372945
42.33373018
37.67076739
32.26879355
68.89202072
42.33373018
29.08169756
37.67076739
34.45512352
42.33373018
37.67076739
37.67076739
37.67076739
37.67076739
37.67076739
37.67076739
32.12473028
43.43996556
36.52726159
35.86125307
36.52726159
31.19316275
31.19316275
34.45512352
47.82439152
36.52726159
36.52726159
43.43996556
43.43996556
36.52726159
31.70372945
32.26879355
32.26879355
32.26879355
36.52726159
34.45512352
36.52726159
31.60738366
31.74912689
31.74912689
36.26308924
32.26879355
36.26308924
31.74912689
32.30615506
48.67677852
36.26308924
36.26308924
36.26308924
48.67677852
47.81557683
54.69294389
55.94162646
36.26308924
43.54456326
43.54456326
54.69294389
44.84260714
44.84260714
43.21034483
43.21034483
43.21034483
44.87727641
43.21034483
43.21034483
43.21034483
44.84260714
43.21034483
43.21034483
43.21034483
44.87727641
32.26879355
32.26879355
36.26308924
36.26308924
51.14594933
32.26879355
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
32.26879355
36.26308924
35.60189742
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
36.26308924
32.26879355
32.26879355
32.26879355
52.05753735
36.26308924
43.21034483
43.21034483
43.21034483
43.21034483
43.21034483
57.04485564
43.21034483
43.21034483
43.21034483
35.86125307
35.86125307
35.86125307
68.89202072
32.12473028
32.12473028
40.73
43.21034483
36.52726159
24.04410195
44.87727641
43.21034483
43.21034483
44.87727641
43.21034483
32.26879355
24.04410195
24.04410195
40.73
43.21034483
43.21034483
47.82439152
32.12473028
43.21034483
43.21034483
36.52726159
43.21034483
43.21034483
31.70372945
49.53079687
60.5076435
32.8349391
33.00551527
31.70372945
32.42755032
37.67076739
37.67076739
37.67076739
32.19197149
42.33373018
42.33373018
42.33373018
42.33373018
42.33373018
37.06410566
37.67076739
