"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",3.31873621318778,0.0178434779617422,185.991555026627,0
"2","data_combine[, 4]",1.09625383334348e-05,5.89307336227249e-07,18.6024127980776,1.09900057933274e-53
"3","data_combine[, 10]",-0.909966478532166,0.243132756079004,-3.74267331645136,0.000213894996284757
"4","data_combine[, 12]",0.419505543439638,0.129817227182385,3.2315090419414,0.0013525338199056
"5","data_combine[, 17]",0.535347840701867,0.158684385651768,3.37366426131355,0.000827873883598258
"6","data_combine[, 18]",0.304329237233597,0.0855953593330159,3.55544085105804,0.000431127493076522
"7","data_combine[, 23]",0.305462665689378,0.130529237527058,2.34018578118222,0.0198554733790113
"8","data_combine[, 27]",0.174221032847984,0.0544874337510666,3.19745344667793,0.00151746750639933
"9","data_combine[, 18]:data_combine[, 24]",-0.760673212710132,0.181037846726373,-4.20173586056753,3.39347312703349e-05
"10","data_combine[, 18]:data_combine[, 27]",-0.29136717758295,0.108815928860757,-2.67761513073873,0.00777677558863004
"11","data_combine[, 13]:data_combine[, 28]",-0.402327479698048,0.158737082221673,-2.53455256999247,0.0117098376540317
"12","data_combine[, 28]:data_combine[, 14]",0.131117334942979,0.0594757067536509,2.20455278465321,0.0281587957804402
"13","data_combine[, 10]:data_combine[, 29]",0.854250430703221,0.331743136816996,2.57503573065466,0.0104477311741314
