"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",32.2839573556167,0.836251350912452,38.6055667597917,1.4441111808372e-125
"2","data_combine[, 13]",38.5493759777162,6.28011502469943,6.13832323549858,2.35003005529802e-09
"3","data_combine[, 15]",6.18878083945094,1.5625692807544,3.96064412354443,9.12891014320606e-05
"4","data_combine[, 17]",22.9660426443833,7.66877492981981,2.9947472516217,0.00295058928386993
"5","data_combine[, 18]",12.5827093110501,3.68955631331024,3.41035838527723,0.000727819867433767
"6","data_combine[, 23]",17.2160426443833,3.90218073293451,4.41190293906159,1.38190860128617e-05
"7","data_combine[, 24]",21.193928471599,6.38407440543109,3.31981225869938,0.000999670317900574
"8","data_combine[, 28]",16.7160426443834,3.90218073293452,4.28376945826713,2.40196905940313e-05
"9","data_combine[, 29]",3.30601546038702,1.55391299608392,2.12754219104844,0.0341028630609522
"10","data_combine[, 13]:data_combine[, 22]",-32.3333333333334,12.44837795081,-2.59739328779212,0.00980657509386028
"11","data_combine[, 15]:data_combine[, 28]",-14.458780839451,5.34710009521103,-2.70404155186857,0.00719880834631446
"12","data_combine[, 18]:data_combine[, 28]",-18.3723644834639,5.66993516795352,-3.24031297347181,0.00131341104684895
"13","data_combine[, 29]:data_combine[, 10]",21.4100271839963,6.38151466791349,3.35500712576072,0.000884377576532645
"14","data_combine[, 29]:data_combine[, 16]",15.5766938506629,4.6209809841654,3.37086300593731,0.00083659192637428
"15","data_combine[, 10]:data_combine[, 33]",28.2160426443832,7.66877492981979,3.67934160313742,0.000272248698282223
