x
5253.96428573227
48.0973021770147
2241.02777777789
16327.5217688112
9546.97500000061
2241.02777777789
2241.02777777789
16327.5217688112
2241.02777777789
9546.97500000061
2241.02777777789
2241.02777777789
9546.97500000061
2241.02777777789
33948.222039394
16927.5903891873
16927.5903891873
2241.02777777789
9546.97500000061
11082.4169243433
24939.1087214806
9546.97500000061
16327.5217688112
3423.00786299488
16927.5903891873
16927.5903891873
48.0973021770147
11800.0330108829
16927.5903891873
24939.1087214806
3423.00786299488
16927.5903891873
24939.1087214806
31886.9420000823
11082.4169243433
2241.02777777789
2241.02777777789
11082.4169243433
2241.02777777789
2241.02777777789
18563.5099999999
2241.02777777789
11082.4169243433
9546.97500000061
11800.0330108829
11800.0330108829
16327.5217688112
16327.5217688112
1607.99999999995
16327.5217688112
16327.5217688112
16327.5217688112
25424.1596106857
24939.1087214806
363703.159936518
16327.5217688112
24969.7894324088
24969.7894324088
24969.7894324088
24969.7894324088
24969.7894324088
24969.7894324088
24969.7894324088
24969.7894324088
24969.7894324088
24969.7894324088
24969.7894324088
24969.7894324088
24969.7894324088
24969.7894324088
24969.7894324088
24969.7894324088
24969.7894324088
24969.7894324088
16327.5217688112
38881.3391869082
16327.5217688112
11800.0330108829
38881.3391869082
25424.1596106857
16327.5217688112
16327.5217688112
38881.3391869082
1091.90793764391
25424.1596106857
11412.1499999999
38881.3391869082
25424.1596106857
25424.1596106857
25424.1596106857
25424.1596106857
25424.1596106857
25424.1596106857
7285.98214285717
38139.5475825883
24939.1087214806
3423.00786299488
24939.1087214806
11800.0330108829
11800.0330108829
11412.1499999999
33948.222039394
24939.1087214806
24939.1087214806
38139.5475825883
38139.5475825883
24939.1087214806
11800.0330108829
16327.5217688112
16327.5217688112
16327.5217688112
24939.1087214806
11412.1499999999
24939.1087214806
7285.98214285717
7788.58769547409
7788.58769547409
24969.7894324088
16327.5217688112
24969.7894324088
7788.58769547409
16327.5217688112
46973.6257389646
24969.7894324088
24969.7894324088
24969.7894324088
46973.6257389646
363703.159936518
363703.159936518
363703.159936518
