"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",5.05205172510714,0.417933073983316,12.0881835863242,7.74256525714849e-28
"2","data_combine[, 9]",3.26443238871467,0.436154309881144,7.48458129326811,7.43321173873855e-13
"3","data_combine[, 13]",-5.81510729899414,1.06111349302056,-5.48019352995022,8.78946565730315e-08
"4","data_combine[, 14]",0.348915113737481,0.64975097077343,0.53699821844383,0.591652808025682
"5","data_combine[, 16]",0.692955201788284,0.268337127400231,2.58240523218662,0.0102683352116155
"6","data_combine[, 17]",2.09705889906792,0.984294784590153,2.13051916143303,0.0339131783978735
"7","data_combine[, 18]",-0.712657362762474,0.427001255688872,-1.66898189002456,0.0961272756340935
"8","data_combine[, 19]",0.482703416019616,0.87010542436059,0.554764287757818,0.579454645776831
"9","data_combine[, 20]",-1.17994785517026,0.318554503037114,-3.70406898637621,0.000251006183876733
"10","data_combine[, 23]",0.895397702966034,0.649487415541557,1.37862209727256,0.169002125912639
"11","data_combine[, 24]",2.85541589388869,0.680381334808538,4.19678751871142,3.53699710731849e-05
"12","data_combine[, 27]",1.33560873553825,0.418172613429969,3.19391727876011,0.00154740691675159
"13","data_combine[, 28]",1.94437396149316,0.576711690290509,3.37148352327264,0.00084203080228455
"14","data_combine[, 29]",-0.753131851354654,0.243585147846265,-3.09186277576324,0.00216920605356205
"15","data_combine[, 30]",-2.28100268129706,1.08195111196393,-2.10823082122135,0.0358107188283123
"16","data_combine[, 32]",0.549991717516617,0.330264401178617,1.6653072978918,0.0968584427487639
"17","data_combine[, 13]:data_combine[, 24]",4.34539132973479,0.820363607954987,5.29690894086226,2.2330182437153e-07
"18","data_combine[, 14]:data_combine[, 24]",0.920194009090111,1.13442868585959,0.811151922161468,0.417898763933094
"19","data_combine[, 18]:data_combine[, 24]",5.23125329768581,1.06858281036472,4.89550575486078,1.57797060401139e-06
"20","data_combine[, 19]:data_combine[, 24]",-1.97616577900897,1.19568743037801,-1.65274446214109,0.0993919994741519
"21","data_combine[, 14]:data_combine[, 27]",-1.96571184521959,0.57242313449474,-3.43401886954597,0.000675356249501332
"22","data_combine[, 18]:data_combine[, 27]",-1.03982148618803,0.61590725124596,-1.68827609040891,0.0923606699054181
"23","data_combine[, 13]:data_combine[, 28]",1.29348219276521,0.809144547462986,1.59857987898557,0.110929414682804
"24","data_combine[, 16]:data_combine[, 28]",-2.20131398341883,0.528812795507094,-4.16274719923887,4.07538240828769e-05
"25","data_combine[, 19]:data_combine[, 28]",-1.80066443594798,1.22175144284816,-1.47383859989578,0.141536506500414
"26","data_combine[, 16]:data_combine[, 32]",-1.48229439458825,0.588437920078286,-2.51903275436607,0.0122689451271263
"27","data_combine[, 20]:data_combine[, 32]",1.53178056545719,1.16014610667135,1.32033418605533,0.187694338854964
"28","data_combine[, 9]:data_combine[, 24]",-6.41249692218381,0.927049223317323,-6.91710511253927,2.63093531034312e-11
"29","data_combine[, 9]:data_combine[, 13]",5.28954147573049,1.03725636709192,5.09955074130844,5.92855255519434e-07
"30","data_combine[, 9]:data_combine[, 14]",-0.540810287040344,0.681148474246102,-0.793968286633711,0.427819282408864
"31","data_combine[, 9]:data_combine[, 28]",-1.94456434998449,0.605222896227298,-3.21297221586639,0.00145142165939798
"32","data_combine[, 9]:data_combine[, 14]:data_combine[, 24]",2.89938258475528,1.39252853300273,2.08209922887777,0.0381506561747225
