Llinear
32.28395736
32.28395736
32.28395736
32.28395736
35.58997282
32.28395736
32.28395736
32.28395736
32.28395736
35.58997282
32.28395736
32.28395736
35.58997282
32.28395736
49
32.28395736
32.28395736
32.28395736
35.58997282
32.28395736
32.28395736
35.58997282
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
38.4727382
38.4727382
38.4727382
38.4727382
38.4727382
38.4727382
38.4727382
40.73
38.4727382
32.28395736
57
32.28395736
32.28395736
44.86666667
32.28395736
32.28395736
32.28395736
32.28395736
44.86666667
38.4727382
32.28395736
55.25
44.86666667
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
32.28395736
41.77875366
70.83333333
32.28395736
41.77875366
38.4727382
32.28395736
70.83333333
41.77875366
32.28395736
38.4727382
32.28395736
41.77875366
38.4727382
38.4727382
38.4727382
38.4727382
38.4727382
38.4727382
32.28395736
51.16666667
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
49
32.28395736
32.28395736
51.16666667
51.16666667
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
32.28395736
35.58997282
32.28395736
35.58997282
32.28395736
32.28395736
49
35.58997282
35.58997282
35.58997282
49
55.25
55.25
55.25
35.58997282
55.25
55.25
55.25
44.86666667
44.86666667
43.21034483
43.21034483
43.21034483
44.86666667
43.21034483
43.21034483
43.21034483
44.86666667
43.21034483
43.21034483
43.21034483
44.86666667
32.28395736
32.28395736
35.58997282
35.58997282
53.47788583
32.28395736
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
32.28395736
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
35.58997282
32.28395736
32.28395736
32.28395736
53.47788583
35.58997282
43.21034483
43.21034483
43.21034483
43.21034483
43.21034483
57
43.21034483
43.21034483
43.21034483
32.28395736
32.28395736
32.28395736
70.83333333
32.28395736
32.28395736
40.73
43.21034483
32.28395736
32.28395736
44.86666667
43.21034483
43.21034483
44.86666667
43.21034483
32.28395736
32.28395736
32.28395736
40.73
43.21034483
43.21034483
49
32.28395736
43.21034483
